"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"50334","1.0","734","['MATH']","This continuation of Mathematics 122 covers the material in Mathematics 126 in greater depth and includes supplementary material. Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","","","","","['Bruce Hanson']","100","['SC 188']","Honors Calculus II","","128","False","Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","C","1","O","20061","['MWF 1045-1140']","Honor Calculus II","Research","2006"
"50337","1.0","27","['ART']","In this accelerated course in design and drawing, students explore the art elements and their dynamics in composition and experiment with a wide range of media and techniques. Students sharpen their skills in rendering and develop ways to use drawing to convey personal meaning and ideas. Students also study and discuss the technique, content and the context of works by contemporary artists and old masters. This course meets the requirements of 1/2 of the requirements of the foundation program; two additional foundation courses must be taken, one of which must be in three-dimensional studies. Admission to this course is by portfolio review only. Materials fee. Offered Semester I only.","","","","","['Mary Griep']","100","['DC 216']","Honors Found Drawing","","120","False","False","","1","C","20061","['MWF 0800-1000']","Honors Foundation Drawing","Research","2006"
"50338","1.0","1360","['SWRK']","Humans relate to one another in couples, families, groups, organizations and communities. Through the lens of social systems theory, ethics and a strengths perspective, social work majors apply prerequisite and advanced theoretical research material from biology, sociology and psychology to assess situations encountered by social workers. Diverse examples are drawn from novels -- Joy Luck Club, The Color of Water, A Poison Stronger than Love -- and from students' autobiographies. Prerequisites: Sociology 121 or 126, Psychology 241, and Biology 123 or 243; open to non-majors by permission of program director only. Offered Fall Semester.","","","","","['Mary Carlsen']","200","['OM 003']","Hum Behav in Soc Env","","246","False","Prerequisites: Sociology 121 or 126, Psychology 241, and Biology 123 or 243; open to non-majors by permission of program director only. Offered Fall Semester.","","1","C","20061","['MWF 1045-1140']","Human Behavior in the Social Environment","Research","2006"
"50339","0.0","127","['BIO']","","","126","","","['Louis Henry Kermott']","200","['SC 253']","Human Anatomy & Physiol L","","243","False","False","A","1","C","20061","['M 1255-0355PM']","","Lab","2006"
"50340","0.0","127","['BIO']","","","126","","","['Louis Henry Kermott']","200","['SC 253']","Human Anatomy & Physiol L","","243","False","False","B","1","C","20061","['T 0800-1100']","","Lab","2006"
"50341","0.0","127","['BIO']","","","126","","","['Louis Henry Kermott']","200","['SC 253']","Human Anatomy & Physiol L","","243","False","False","C","1","C","20061","['T 0120-0420PM']","","Lab","2006"
"50342","0.0","127","['BIO']","","","126","","","['Louis Henry Kermott']","200","['SC 253']","Human Anatomy & Physiol L","","243","False","False","D","1","C","20061","['W 1150-0250PM']","","Lab","2006"
"50343","1.0","126","['BIO']","Students journey toward greater understanding of one of the most wondrous objects in existence - the human body - through an integrated study of the structure of the body (anatomy) and how organs such as the brain, heart and kidney perform their remarkable functions (physiology). The course is designed primarily for students intending careers in the health sciences. Students attend lectures plus one 3-hour laboratory per week. Taught twice a year. Prerequisite: Biology 125.","","126","","","['Louis Henry Kermott']","200","['SC 280']","Human Anatomy & Physiol","Students in Bio 243 must also register for one lab Bio 243AL, BL, CL, or DL.","243","False","Prerequisite: Biology 125.","","1","C","20061","['MWF 0800-0855']","Human Anatomy and Physiology","Research","2006"
"50344","1.0","102","['BIO']","Contemporary issues in human biology direct the study of how our bodies work. This knowledge is relevant to the decisions required in daily living. Specific topics vary, but may include nutrition, cancer, immune responses, exercise and reproduction. Learning in this course utilizes lecture, discussion and laboratory formats. The course includes lectures plus one 2-hour laboratory per week. Taught annually. GE: NST-B, NSL.","","102","","","['Kerri M. Carlson']","100","['SC 280']","Human Biology","Students in Bio 123 must also register for one lab Bio 123 AL, BL, or CL.","123","False","False","","1","C","20061","['MWF 0905-1000']","","Research","2006"
"50345","0.0","103","['BIO']","","","102","","","['Kerri M. Carlson']","100","['SC 253']","Human Biology Lab","","123","False","False","A","1","C","20061","['F 1045-1245PM']","","Lab","2006"
"50346","0.0","103","['BIO']","","","102","","","['Kerri M. Carlson']","100","['SC 253']","Human Biology Lab","","123","False","False","B","1","C","20061","['Th 0900-1100']","","Lab","2006"
"50347","0.0","103","['BIO']","","","102","","","['Kerri M. Carlson']","100","['SC 253']","Human Biology Lab","","123","False","False","C","1","C","20061","['Th 0215-0415PM']","","Lab","2006"
"50348","0.0","341","['EDUC']","All candidates must have a multicultural field experience to help develop their competence in teaching in multicultural environments. A minimum of 40 hours of field experience in a multicultural school environment is required prior to student teaching for the Class of 2005 and beyond; a full four-week Interim or its equivalent is required. All field experiences must be pre-approved. Below is a summary of options: Education 378 (Multicultural Education in Hawaii); Education 379 (Urban Education Seminar and Practicum); ID 259 (FLES-Foreign Languages in the Elementary Schools); or ID 260 (Dimensions of Multiculture and Awareness); internships in multicultural schools. (See Education Department faculty and web site for advice and information.) Education 382 is not a course. Rather it is a recording mechanism indicating St. Olaf students who have completed their multicultural education requirement. Students register for Education 382 during their professional semester.","","","","","['Rosemary A. Pfarr-Baker']","300","","Human Relations","","382","True","False","","1","C","20061","","","Research","2006"
"50349","1.0","651","['FAMST']","This course explores the varied dimensions of human sexuality as they relate to, affect and are affected by past and present human relationships. Sexual problems and issues are re-examined for the development of personal value framework and for the enrichment of family life.","","","","","['Sharon Powell']","200","['HH 501', 'HH 501']","Human Sexuality","","253","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50350","1.0","166","['BIO']","Immunology focuses on the structure, development and function of the immune system. The course explores the molecular and cellular basis of the immune responses. The application of immunological principles to allergy, autoimmunity, AIDS, transplantation and cancer will be included. Students attend lectures plus one 3-hour laboratory period or a 2-hour discussion per week. Taught annually. Prerequisites: Biology 125, 126 and 233; Chemistry .","","166","","","['Sara E. Fruehling']","300","['SC 274']","Immunology","Students in Bio 382 must also register for one discussion section 382 AD or BD.","382","False","Prerequisites: Biology 125, 126 and 233; Chemistry .","","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50351","0.0","168","['BIO']","","","166","","","['Sara E. Fruehling']","300","['SC 210']","Immunology Disc","","382","False","False","A","1","C","20061","['T 0120-0320PM']","","Discussion","2006"
