"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"10538","1.0","480","[""FREN""]","25","""0/999""","","","","[""Scott Homler""]","""0/999""","200","[""OM 026""]","12","""Intermed French II""","232","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""Intermediate French II""","""Research""","2005"
"10539","1.0","480","[""FREN""]","23","""0/999""","","","","[""Jolene Barjasteh""]","""0/999""","200","[""OM 026""]","12","""Intermed French II""","232","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Intermediate French II""","""Research""","2005"
"10540","1.0","483","[""FREN""]","16","""0/999""","","","","[""Scott Homler""]","""0/999""","200","[""OM 026"", ""OM 026""]","18","""Writing French""","251","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10541","1.0","484","[""FREN""]","9","""0/999""","","","","[""Herve Pensec""]","""0/999""","200","[""OM 026"", ""OM 026""]","15","""Top: Fr Civilization""","252","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Topics in French Civilization""","""Topic""","2005"
"10542","1.0","488","[""FREN""]","21","""0/999""","","","","[""Jolene Barjasteh""]","""0/999""","200","[""OM 026"", ""OM 026""]","24","""Per Stud: 19th Century""","273","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Period Studies""","""Research""","2005"
"10543","1.0","490","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10544","1.0","491","[""FREN""]","1","""0/999""","","","","[""Scott Homler""]","""0/999""","200","","999","""IS/French Cinema""","298","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10545","1.0","491","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10546","1.0","493","[""FREN""]","10","""0/999""","","","","[""M. Clare Mather""]","""0/999""","300","[""OM 026"", ""OM 026""]","18","""Genre: Quebecois Theat""","373","false","","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Genre Studies""","""Research""","2005"
"10547","1.0","494","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10548","1.0","496","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10549","1.0","498","[""GE""]","19","""0/999""","","","","[""Francisco L. Carrasco""]","""0/999""","100","[""RML 420""]","19","""First-Year Writing""","111","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10550","1.0","498","[""GE""]","16","""0/999""","","","","[""Richard Buckstead""]","""0/999""","100","[""RML 420""]","19","""First-Year Writing""","111","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10552","1.0","498","[""GE""]","19","""0/999""","","","","[""Diane C. LeBlanc""]","""0/999""","100","[""RML 420""]","19","""First-Year Writing""","111","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10553","1.0","498","[""GE""]","19","""0/999""","","","","[""Eliot K. Wilson""]","""0/999""","100","[""RML 520""]","19","""First-Year Writing""","111","false","""D""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10554","1.0","498","[""GE""]","18","""0/999""","","","","[""Joan Hepburn""]","""0/999""","100","[""RML 421"", ""RML 421""]","19","""First-Year Writing""","111","false","""J""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10555","1.0","498","[""GE""]","19","""0/999""","","","","[""Anantanand Rambachan""]","""0/999""","100","[""BMC 102"", ""BMC 102""]","19","""First-Year Writing""","111","false","""F""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10556","1.0","498","[""GE""]","19","""0/999""","","","","[""Karen Cherewatuk""]","""0/999""","100","[""RML 520"", ""RML 520""]","19","""First-Year Writing""","111","false","""G""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10557","1.0","498","[""GE""]","16","""0/999""","","","","[""Mary Steen""]","""0/999""","100","[""RML 515"", ""RML 515""]","19","""First-Year Writing""","111","false","""H""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10558","1.0","498","[""GE""]","18","""0/999""","","","","[""Gary Wicks""]","""0/999""","100","[""RML 520"", ""RML 520""]","19","""First-Year Writing""","111","false","""I""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10559","1.0","498","[""GE""]","15","""0/999""","","","","[""Jon Eric Nelson""]","""0/999""","100","[""RML 420"", ""RML 420""]","19","""First-Year Writing""","111","false","""K""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10560","1.0","498","[""GE""]","16","""0/999""","","","","[""Mary V. Winstead""]","""0/999""","100","[""RML 577"", ""RML 577""]","19","""First-Year Writing""","111","false","""L""","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10561","1.0","498","[""GE""]","15","""0/999""","","","","[""Carol Holly""]","""0/999""","100","[""RML 515"", ""RML 515""]","19","""First-Year Writing""","111","false","""M""","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10562","1.0","498","[""GE""]","18","""0/999""","","","","[""Daniel R. Forstner""]","""0/999""","100","[""SH 003"", ""SH 003""]","19","""First-Year Writing""","111","false","""N""","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10563","1.0","498","[""GE""]","16","""0/999""","","","","[""James Heynen""]","""0/999""","100","[""RML 421"", ""RML 421""]","19","""First-Year Writing""","111","false","""O""","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10564","1.0","498","[""GE""]","17","""0/999""","","","","[""Mary V. Winstead""]","""0/999""","100","[""RML 520"", ""RML 520""]","19","""First-Year Writing""","111","false","""P""","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10565","1.0","504","[""GERM""]","19","""0/999""","","","","[""Lavern Rippley""]","""0/999""","100","[""OM 002""]","30","""Beginning German I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10566","1.0","504","[""GERM""]","24","""0/999""","","","","[""Lavern Rippley""]","""0/999""","100","[""OM 035""]","30","""Beginning German I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10567","1.0","505","[""GERM""]","10","""0/999""","","","","[""Karen R. Achberger""]","""0/999""","100","[""OM 035""]","30","""Beginning German II""","112","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10568","1.0","508","[""GERM""]","16","""0/999""","","","","[""Karl Fink""]","""0/999""","200","[""OM 021""]","30","""Intermed German I""","231","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","""Intermediate German I""","""Research""","2005"
"10569","1.0","508","[""GERM""]","20","""0/999""","","","","[""Karl Fink""]","""0/999""","200","[""OM 002""]","30","""Intermed German I""","231","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Intermediate German I""","""Research""","2005"
"10570","1.0","509","[""GERM""]","22","""0/999""","","","","[""Karen R. Achberger""]","""0/999""","200","[""OM 035""]","30","""Intermed German II""","232","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","""Intermediate German II""","""Research""","2005"
"10571","1.0","515","[""GERM""]","22","""0/999""","","","","[""Karen R. Achberger""]","""0/999""","200","[""OM 035""]","25","""Understg Narratives""","251","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Understanding Narratives""","""Research""","2005"
"10572","1.0","520","[""GERM""]","9","""0/999""","","","","[""Lavern Rippley""]","""0/999""","200","[""OM 035""]","25","""Top: German-Americans""","272","false","","1","""0/999""","""0/999""","""O""","20051","[""MTh 0700-0830PM""]","""Turning Points in German History""","""Topic""","2005"
"10573","1.0","522","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10574","1.0","523","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10575","1.0","525","[""GERM""]","12","""0/999""","","","","[""Karl Fink""]","""0/999""","300","[""OM 011""]","25","""Top: Holocaust""","371","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Topics in Literature""","""Topic""","2005"
"10576","1.0","529","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10577","1.0","530","[""GERM""]","1","""0/999""","","","","[""Karen R. Achberger""]","""0/999""","300","","999","""IR/Interdiscip Artists""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10578","1.0","530","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10579","1.0","530","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10580","1.0","531","[""GCON""]","21","""0/999""","","","","[""Elizabeth C. Galbraith""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10581","1.0","531","[""GCON""]","19","""0/999""","","","","[""Jeanine Grenberg""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10582","1.0","531","[""GCON""]","19","""0/999""","","","","[""Anthony J. Rudd""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10583","1.0","531","[""GCON""]","19","""0/999""","","","","[""Karen Cherewatuk""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""D""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10584","1.0","531","[""GCON""]","22","""0/999""","","","","[""Bryn Geffert""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""E""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10585","1.0","531","[""GCON""]","19","""0/999""","","","","[""Margaret Odell""]","""0/999""","100","[""STEENSLAND""]","19","""Greeks and Hebrews""","113","false","""F""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2005"
"10586","1.0","534","[""GCON""]","20","""0/999""","","","","[""Jolene Barjasteh""]","""0/999""","200","[""STEENSLAND""]","19","""New Forces of Secular""","217","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2005"
"10587","1.0","534","[""GCON""]","19","""0/999""","","","","[""Diana Postlethwaite""]","""0/999""","200","[""STEENSLAND""]","19","""New Forces of Secular""","217","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2005"
"10588","1.0","534","[""GCON""]","20","""0/999""","","","","[""Edmund Santurri""]","""0/999""","200","[""STEENSLAND""]","19","""New Forces of Secular""","217","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2005"
"10589","1.0","534","[""GCON""]","23","""0/999""","","","","[""J. L. Carrington""]","""0/999""","200","[""HH 514""]","19","""New Forces of Secular""","217","false","""D""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2005"
"10590","1.0","539","[""GREEK""]","7","""0/999""","","","","[""James May""]","""0/999""","100","[""OM 030""]","25","""Beginning Greek I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10591","1.0","539","[""GREEK""]","18","""0/999""","","","","[""Christopher M. Brunelle""]","""0/999""","100","[""OM 030""]","25","""Beginning Greek I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"10592","1.0","541","[""GREEK""]","20","""0/999""","","","","[""Steve T. Reece""]","""0/999""","200","[""OM 011""]","25","""Intermediate Greek""","231","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10593","1.0","543","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10594","1.0","544","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10595","1.0","547","[""GREEK""]","4","""0/999""","","","","[""Christopher M. Brunelle""]","""0/999""","300","[""OM 003"", ""OM 003""]","10","""Greek Historians""","373","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10596","1.0","550","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10597","1.0","551","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10598","1.0","558","[""HIST""]","17","""0/999""","","","","[""Jeane DeLaney""]","""0/999""","100","[""HH 301"", ""HH 301""]","19","""Maya Colonial-Present""","125","false","","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""The Maya, Colonial Times to the Present""","""Research""","2005"
"10600","1.0","572","[""HIST""]","14","""0/999""","","","","[""Helena Pohlandt-McCormick""]","""0/999""","100","[""HH 514""]","19","""Top: Histories/Exile""","189","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Topic""","2005"
