"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"345",10586,1,534,"['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.",NA,"",NA,"['Jolene Barjasteh']",200,"['STEENSLAND']","New Forces of Secular","",217,"False","False","A",1,"C",20051,"['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research",2005,20
"346",10587,1,534,"['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.",NA,"",NA,"['Diana Postlethwaite']",200,"['STEENSLAND']","New Forces of Secular","",217,"False","False","B",1,"C",20051,"['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research",2005,19
"347",10588,1,534,"['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.",NA,"",NA,"['Edmund Santurri']",200,"['STEENSLAND']","New Forces of Secular","",217,"False","False","C",1,"C",20051,"['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research",2005,20
"348",10589,1,534,"['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.",NA,"",NA,"['J. L. Carrington']",200,"['HH 514']","New Forces of Secular","",217,"False","False","D",1,"C",20051,"['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research",2005,23
"349",10590,1,539,"['GREEK']","In this two-course sequence students learn the basics of ancient Greek. By studying the language's vocabulary, grammar and syntax, they not only gain appreciation for its intricacies and nuances but also learn more about their own language and about language in general. Completion of both semesters equips students to translate almost any ancient Greek text with the aid of a dictionary. Offered annually.",NA,"",NA,"['James May']",100,"['OM 030']","Beginning Greek I","",111,"False","False","A",1,"O",20051,"['MWF 0800-0855']","","Research",2005,7
"350",10591,1,539,"['GREEK']","In this two-course sequence students learn the basics of ancient Greek. By studying the language's vocabulary, grammar and syntax, they not only gain appreciation for its intricacies and nuances but also learn more about their own language and about language in general. Completion of both semesters equips students to translate almost any ancient Greek text with the aid of a dictionary. Offered annually.",NA,"",NA,"['Christopher M. Brunelle']",100,"['OM 030']","Beginning Greek I","",111,"False","False","B",1,"O",20051,"['MWF 1150-1245PM']","","Research",2005,18
"351",10592,1,541,"['GREEK']","Third-semester Greek students read selections from Plato's dialogues (Apology, Crito, Phaedo) in uncut, original versions, reviewing basic vocabulary, grammar and syntax while translating the Greek texts. The class discusses the life and death of Socrates and the significance of the dialogues as works of literature. Prerequisite: Greek 112 or equivalent. GE: FOL-K. Offered annually.",NA,"",NA,"['Steve T. Reece']",200,"['OM 011']","Intermediate Greek","",231,"False","Prerequisite: Greek 112 or equivalent. GE: FOL-K. Offered annually.","",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,20
"352",10593,1,543,"['GREEK']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","","Research",2005,0
"353",10594,1,544,"['GREEK']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"354",10595,1,547,"['GREEK']","Readings from the works of Herodotus, the Father of History, and Thucydides, the first scientific historian, provide the backdrop for studying the development of Greek historiography. Students analyze the historians' distinctive methods and writing styles and compare them with those of modern historians. Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.",NA,"",NA,"['Christopher M. Brunelle']",300,"['OM 003', 'OM 003']","Greek Historians","See also Classics 241.",373,"False","Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,4
"355",10596,1,550,"['GREEK']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"356",10597,1,551,"['GREEK']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"357",10598,1,558,"['HIST']","This course examines the history of the Maya peoples from the colonial to the present. Drawing upon missionary accounts, archeological sources and historical and anthropological works, we will explore how the Maya -- despite the multiple traumas of conquest, demographic collapse and state repression -- have managed to survive as a people. Specific topics include: Maya religious beliefs, the impact of Spanish conquest, changing sources of ethnic identity and the emerging Pan-Maya movement of recent years. Offered periodically.",NA,"",NA,"['Jeane DeLaney']",100,"['HH 301', 'HH 301']","Maya Colonial-Present","Open to First-Year Students only.",125,"False","False","",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","The Maya, Colonial Times to the Present","Research",2005,17
"358",10600,1,572,"['HIST']","",NA,"",NA,"['Helena Pohlandt-McCormick']",100,"['HH 514']","Top: Histories/Exile","Open to First-Year Students only.",189,"False","False","",1,"O",20051,"['MWF 0800-0855']","","Topic",2005,14
"359",10602,1,573,"['HIST']","This course surveys Western history and culture from its origins in the Ancient Near East to the Italian Renaissance. Topics include the ancient world, the beginnings of Christianity, the emergence and disintegration of Rome as a unifying power, the Middle Ages and the Renaissance. Through original texts and historical studies, students will explore relationships among religions, states, and societies and views of natural environments, family life, and gender roles. Offered most years.",NA,"",NA,"['J. L. Carrington']",100,"['HH 307']","Eur/Anc/Renaissance","",190,"False","False","",1,"O",20051,"['MWF 1255-0150PM']","Europe from the Ancients to the Renaissance","Research",2005,28
"360",10603,1,575,"['HIST']","",NA,"",NA,"['David M. Perry']",100,"['HH 501', 'HH 501']","Global Hist to 1500","",194,"False","False","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,30
"361",10604,1,577,"['HIST']","",NA,"",NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","A",1,"C",20051,"['MWF 0905-1000']","","Research",2005,34
"362",10605,1,577,"['HIST']","",NA,"",NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","B",1,"C",20051,"['MWF 1045-1140']","","Research",2005,33
"363",10606,1,579,"['HIST']","",NA,"",NA,"['Timothy R. Howe']",200,"['HH 317', 'HH 317']","Sem: Ancient History","",201,"False","False","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Seminar",2005,14
"364",10607,1,581,"['HIST']","",NA,"",NA,"['Timothy R. Howe']",200,"['HH 501', 'HH 501']","Ancient: Greece","",203,"False","False","",1,"C",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,32
"365",10608,1,591,"['HIST']","A survey of modern Scandinavian history from the period of the Protestant Reformation to the present with special attention to recent developments. Foreign Language Across the Curriculum course available in Norwegian. Offered most years.",NA,"",NA,"['Todd W. Nichol']",200,"['HH 317', 'HH 317']","Modern Scandinavia","",222,"False","False","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,34
"366",10609,1,595,"['HIST']","Russia's modern history from Peter the Great to the revolution of 1917 centers on the tsarist autocracy and popular movements to limit its power. Students assess Russia's economy, culture, and religion against the background of the country's westernization. Foreign Language Across the Curriculum course available in Russian. Offered most years.",NA,"",NA,"['Anna Kuxhausen']",200,"['RML 577']","Imperial Russia","",230,"False","False","",1,"C",20051,"['MWF 1045-1140']","","Research",2005,32
"367",10610,1,608,"['HIST']","The focus of this course varies depending upon instructor. Recent topics have included The United States Frontier and American Intellectual Cultures. Topic for 2002-03 is Native American History. Offered periodically. GE: usually HWC.",NA,"",NA,"['Robert Entenmann']",200,"['HH 403']","Chinese Civilization","",250,"False","False","",1,"C",20051,"['MWF 0200-0255PM']","Topics in History","Research",2005,35
"369",10612,1,611,"['HIST']","",NA,"",NA,"['Robert Entenmann']",200,"['HH 301', 'HH 301']","Modern Japan","",253,"False","False","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,26
"370",10613,1,612,"['HIST']","In this broad survey of the history of Southern Africa (with a major emphasis on the Republic of South Africa), students engage in readings and classroom activities focusing on the following themes: race and ethnicity, gender, environmental studies, migrant labor, and apartheid and resistance. These focal points illuminate the broader context of change in the South African past. Offered most years.",NA,"",NA,"['Helena Pohlandt-McCormick']",200,"['RML 577']","South Africa","",260,"False","False","",1,"C",20051,"['MWF 1150-1245PM']","","Research",2005,31
