"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"297",12005,1,576,"['HIST']","Adopting a comparative and chronological approach, students examine cultures and societies in Asia, India, Africa, Europe, the Middle East, and the Americas since the Age of Exploration. Through original texts, historical studies, and literature, students explore encounters among different cultures, challenges to religion and traditional life styles, innovations in family and gender patterns, the rise of European hegemony and its impact on indigenous peoples. Offered most years.","",NA,"",NA,"['David M. Perry']",100,"['RML 577', 'RML 577']","Global 1500-Present",195,"False","False","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Global Histories from Ancient Times to 1500","Research",2005,24
"298",12006,1,578,"['HIST']","","",NA,"",NA,"['Clifford C. Weston']",100,"['HH 307']","America After 1865",199,"False","False","A",3,"O",20053,"['MWF 0905-1000']","","Research",2005,34
"299",12007,1,578,"['HIST']","","",NA,"",NA,"['Clifford C. Weston']",100,"['HH 501']","America After 1865",199,"False","False","B",3,"O",20053,"['MWF 1045-1140']","","Research",2005,29
"300",12008,1,582,"['HIST']","","",NA,"",NA,"['Timothy R. Howe']",200,"['HH 501', 'HH 501']","Ancient: Rome",204,"False","False","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,33
"301",12009,1,583,"['HIST']","","",NA,"",NA,"['Gary De Krey']",200,"['HH 514']","Sem: Restoration Engl",210,"False","False","",3,"O",20053,"['MWF 1150-1245PM']","","Seminar",2005,11
"302",12010,1,588,"['HIST']","","",NA,"",NA,"['J. L. Carrington']",200,"['HH 413']","Age of Renaissance",217,"False","False","A",3,"C",20053,"['MWF 0800-0855']","","Research",2005,17
"303",12011,1,588,"['HIST']","","",NA,"",NA,"['J. L. Carrington']",200,"['HH 403']","Age of Renaissance",217,"False","False","B",3,"C",20053,"['MWF 1255-0150PM']","","Research",2005,18
"304",12012,1,589,"['HIST']","","",NA,"",NA,"['Gary De Krey']",200,"['HH 317']","Reformation Europe",218,"False","False","",3,"C",20053,"['MWF 0905-1000']","","Research",2005,27
"305",12014,1,592,"['HIST']","This course provides a survey of the history of Germany with emphasis on the period from 1700 to the present. Through primary sources, literature, and historical accounts, students examine Germany's development from a collection of independent states to a great power, focusing on the social, cultural, and political impact of national unification, rapid industrialization, world wars, and European union.","",NA,"",NA,"['Anna Kuxhausen']",200,"['RML 525']","Modern Germany",224,"False","False","",3,"O",20053,"['MWF 1045-1140']","","Research",2005,22
"306",12015,1,596,"['HIST']","This course begins with the Communist revolution of 1917 and traces the growth of the Soviet Union under Lenin, Stalin, and their successors. Students analyze the ""crisis"" of the Soviet system in order to explain why the last of the European empires collapsed in 1991. Foreign Language Across the Curriculum course available in Russian. Offered most years.","",NA,"",NA,"['Anna Kuxhausen']",200,"['HH 413', 'HH 413']","20th Century Russia",231,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","20th-Century Russia","Research",2005,27
"308",12017,1,603,"['HIST']","Topics in Non-Western History, designed to emphasize active skills of critical reading, textual and contextual analysis, historiographical argument, and historical writing. Offered most years.","",NA,"",NA,"['Jeane DeLaney']",200,"['SC 110', 'SC 110']","Sem: Env Hist/Latin Am",240,"False","False","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Major Seminar: Non-Western History","Seminar",2005,10
"309",12018,1,605,"['HIST']","An overview of the evolution of Latin American societies since 1750, this course examines the consequences of independence, 19th-century economic imperialism, and the 20th-century transitions to more urbanized, industrialized ways of life. Students examine major Latin American nations and compare their revolutionary and counter-revolutionary trajectories toward the establishment of authoritarian states. Applied Foreign Language Component available in Spanish. Offered most years.","",NA,"",NA,"['Jeane DeLaney']",200,"['HH 307']","Modern Latin America",242,"False","False","",3,"O",20053,"['MWF 0200-0255PM']","","Research",2005,20
"311",12020,1,610,"['HIST']","","",NA,"",NA,"['Robert Entenmann']",200,"['HH 317', 'HH 317']","Japanese Civilization",252,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,35
"312",12021,1,615,"['HIST']","","",NA,"",NA,"['Steven C. Hahn']",200,"['OM 015', 'OM 015']","Sem: Franklin's America",270,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Seminar",2005,14
"313",12022,1,618,"['HIST']","In this study of African Americans in the U. S. society from African origins to the present, students explore the African heritage, the experience of slavery, segregation, and the rise of the Civil Rights movement of the 1960s. The course pays particular attention to the issue of black nationalism as a force in American life. Offered most years.","",NA,"",NA,"['Clifford C. Weston']",200,"['RML 577', 'RML 577']","African-American Hist",277,"False","False","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","African-American History","Research",2005,31
"314",12023,1,624,"['HIST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"315",12024,1,625,"['HIST']","","",NA,"",NA,"['J. L. Carrington']",200,"","IS/Ancient Egypt",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,3
"316",12026,1,628,"['HIST']","Students study the emergence and development of Greek civilization from the early Bronze Age through the Hellenistic period, concentrating on such topics as the Homeric Age, Greek colonization of the Mediterranean basin, Athens' evolution from democratic city-state to imperialist power, the Golden Age of Athens, social and intellectual trends, Alexander and the oecumene ideal. History 190 or 210 recommended. Offered periodically.","",NA,"",NA,"['Timothy R. Howe']",300,"['HH 301', 'HH 301']","Sem: Greek Civilizatn",302,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Greek Civilization","Seminar",2005,19
"317",12027,1,630,"['HIST']","","",NA,"",NA,"['David M. Perry']",300,"['HH 514']","Sem: Medieval Europe",310,"False","False","",3,"O",20053,"['M 0700-1000PM']","","Seminar",2005,14
"318",12028,1,638,"['HIST']","This seminar covers varying topics in American history, depending upon the instructor. Recent topics have included ""Women and Slavery,"" ""The American Revolution,"" and ""American Consumer Culture."" Offered most years. May be repeated if topics are different.","",NA,"",NA,"['Steven C. Hahn']",300,"['RML 577', 'RML 577']","Sem: Amer Revolution",370,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","American Seminar","Seminar",2005,18
"319",12029,1,640,"['HIST']","","",NA,"",NA,"['Steven C. Hahn']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"320",12030,1,642,"['HIST']","","",NA,"",NA,"['Steven C. Hahn']",300,"","IR/The Great Awakening",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"325",12035,1,649,"['FAMST']","In this course, students study the contemporary American family as it meets the challenge of a changing social world. The primary objective is to enlarge both personal and intellectual understanding of the complex issues facing families. Students explore the range of behavioral sciences concerned with family life and study the interaction of people within families and of families within society.","",NA,"",NA,"['Sharon Powell']",200,"['HH 317']","Family Relationships",242,"False","False","",3,"C",20053,"['MWF 1045-1140']","","Research",2005,35
"326",12036,1,651,"['FAMST']","This course explores the varied dimensions of human sexuality as they relate to, affect and are affected by past and present human relationships. Sexual problems and issues are re-examined for the development of personal value framework and for the enrichment of family life.","",NA,"",NA,"['Sharon Powell']",200,"['HH 501', 'HH 501']","Human Sexuality",253,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,40
"327",12037,1,653,"['FAMST']","","",NA,"",NA,"['Sharon Powell']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"328",12038,1,654,"['FAMST']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"329",12039,1,655,"['FAMST']","This capstone seminar required of all majors focuses on the major exploration of current research and the intgration of key foundation disciplines in the study of families. Students will explore topics through assigned readings and lecture material.","",NA,"",NA,"['Sharon Powell']",300,"['BMC 102', 'BMC 102']","Senior Sem: Spec Topic",391,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Senior Seminar: Special Topics","Research",2005,22
"330",12040,1,656,"['FAMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"331",12041,1,657,"['FAMST']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","","Research",2005,0
"332",12042,1,660,"['JAPAN']","This course is an introduction to speaking, reading and writing Japanese; writing includes the learning of all syllabic letters (Hiragana and Katakana) and basic Kanji (Chinese characters). Class meets four times weekly. Individual language laboratory visits are also required. Prerequisite: Japanese 111 or equivalent.","",NA,"",NA,"['Holly Ogren']",100,"['OM 002']","Beginning Japanese II",112,"False","Prerequisite: Japanese 111 or equivalent.","A",3,"C",20053,"['MWF 1045-1140']","Beginning Japenese II","Research",2005,18
"333",12043,1,660,"['JAPAN']","This course is an introduction to speaking, reading and writing Japanese; writing includes the learning of all syllabic letters (Hiragana and Katakana) and basic Kanji (Chinese characters). Class meets four times weekly. Individual language laboratory visits are also required. Prerequisite: Japanese 111 or equivalent.","",NA,"",NA,"['Holly Ogren']",100,"['OM 002']","Beginning Japanese II",112,"False","Prerequisite: Japanese 111 or equivalent.","B",3,"C",20053,"['MWF 1150-1245PM']","Beginning Japenese II","Research",2005,15
"334",12046,1,664,"['JAPAN']","Students continue to develop the listening, speaking, reading and writing skills that will enable them to deal not only with topics of daily life, but also cultural themes and authentic materials. Class meets four times week. Prerequisite: Japanese 231 or its equivalent. GE: FOL-J.","",NA,"",NA,"['Rika Ito']",200,"['OM 002']","Intermed Japanese II",232,"False","Prerequisite: Japanese 231 or its equivalent. GE: FOL-J.","",3,"O",20053,"['MWF 1255-0150PM']","Intermediate Japenese II","Research",2005,15
"335",12047,1,667,"['JAPAN']","This course, which is comprised of speaking, reading and writing Japanese at the third-year level, are recommended for students seeking a concentration in Japanese language. Prerequisite: Japanese 232 or equivalent.","",NA,"",NA,"['Holly Ogren']",200,"['OM 002']","Advanced Japanese II",252,"False","Prerequisite: Japanese 232 or equivalent.","",3,"O",20053,"['MWF 0200-0255PM']","Advanced Japenese II","Research",2005,7
